Blood group antigen proteins	CD markers	Cancer-related genes	Candidate cardiovascular disease genes	Citric acid cycle related proteins	Disease related genes	Enzymes	FDA approved drug targets	G-protein coupled receptors	Nuclear receptors	Plasma proteins	Potential drug targets	Predicted intracellular proteins	Predicted membrane proteins	Predicted secreted proteins	RAS pathway related proteins	RNA polymerase related proteins	Ribosomal proteins	Transcription factors	Transporters	Voltage-gated ion channels
0	11	49	3	1	87	78	13	22	1	99	23	371	132	67	6	3	6	37	33	4
0	11	37	4	0	91	84	20	22	3	92	29	384	130	70	8	0	6	43	30	2
0	11	44	1	0	77	82	12	19	0	80	17	375	133	63	6	0	3	39	25	2
0	7	42	6	3	102	75	17	20	1	85	33	376	126	76	6	1	5	43	31	2
1	10	40	5	0	102	96	13	17	0	79	41	384	133	75	6	0	7	29	36	0
0	6	43	4	0	94	86	13	27	1	91	33	361	138	83	7	1	3	33	38	6
0	8	40	6	2	112	98	19	21	2	104	42	366	139	83	8	0	2	44	36	4
1	15	41	8	0	111	82	15	23	1	96	32	364	134	78	8	0	0	40	41	2
0	7	41	5	1	97	83	14	21	1	98	33	364	140	69	7	0	1	46	36	4
1	15	47	3	0	102	91	17	17	0	103	36	365	138	77	8	0	7	39	33	2
0	10	44	3	0	88	84	11	17	0	92	27	388	137	82	8	3	4	39	37	3
1	8	43	2	0	98	86	10	16	1	98	31	378	124	83	2	1	5	39	24	2
0	8	41	3	1	90	88	13	19	0	79	29	349	148	66	7	0	5	35	40	7
0	5	50	4	1	89	90	14	19	2	101	26	384	121	81	7	3	4	38	27	2
1	8	51	2	1	112	100	12	14	1	103	45	375	142	80	6	0	4	38	36	2
1	15	59	5	1	97	96	21	20	1	105	33	366	140	69	9	0	4	43	38	4
2	12	58	8	3	100	98	17	19	2	110	32	362	138	76	8	1	3	40	32	3
0	10	38	3	0	97	81	15	14	2	89	33	367	142	70	5	0	6	45	28	1
0	2	47	4	0	101	88	15	28	1	101	34	370	138	79	4	1	1	35	28	5
2	9	42	6	1	89	90	21	15	3	98	24	373	133	75	5	1	6	40	36	4
0	8	39	6	1	105	85	26	23	2	93	32	349	152	88	9	1	5	32	33	6
1	8	37	5	0	97	101	23	15	1	95	33	356	146	78	5	0	6	35	36	5
0	13	33	2	1	103	70	24	22	2	85	33	381	135	70	6	1	4	29	39	6
1	10	44	5	0	101	75	17	22	1	95	30	367	139	73	3	0	4	32	38	2
0	10	43	0	0	105	78	15	16	2	100	37	366	149	73	6	0	5	43	34	4
0	9	53	4	0	107	87	18	19	1	102	27	367	135	77	7	1	5	39	29	0
2	11	46	3	2	89	100	13	17	0	102	31	380	153	74	4	0	7	25	27	2
0	7	40	3	0	78	76	10	25	2	87	26	366	145	72	7	0	2	32	39	3
1	10	53	2	2	95	90	13	34	1	94	34	375	144	69	5	0	3	43	24	0
3	12	45	4	0	109	73	16	14	0	100	32	393	127	75	4	1	3	32	24	5
0	4	45	3	2	91	90	17	17	3	92	34	379	133	69	7	1	5	38	35	5
1	7	32	3	0	88	98	20	22	0	91	22	379	133	81	8	0	7	47	20	5
0	9	40	6	4	94	81	12	18	0	88	39	366	148	66	6	0	4	33	38	4
0	10	50	5	0	86	103	16	21	1	83	35	360	164	66	6	1	3	37	32	2
0	11	32	3	2	115	81	15	20	2	84	43	360	158	74	1	1	2	39	39	5
0	9	44	3	1	89	97	17	17	1	90	36	379	135	66	8	1	2	26	32	3
2	8	54	5	0	78	93	14	18	1	92	29	355	148	77	6	1	10	28	32	2
0	8	37	3	1	95	101	15	15	1	94	31	377	149	61	7	1	8	40	32	3
0	5	30	5	1	98	77	13	22	0	101	36	374	140	62	2	1	1	39	39	4
0	9	37	2	1	84	91	18	21	1	86	30	371	135	66	3	0	5	31	29	2
0	9	46	4	2	93	91	13	22	1	97	35	379	143	71	8	0	5	33	32	2
0	5	38	4	1	101	96	20	15	1	110	30	394	111	64	5	3	4	38	29	0
0	13	43	7	0	90	84	21	17	0	106	21	377	128	78	3	2	5	33	22	1
0	7	48	4	0	94	107	17	24	1	98	38	366	152	64	5	1	4	34	37	3
2	5	44	1	1	106	83	20	25	1	88	34	371	123	82	4	0	12	31	29	5
1	9	49	2	0	100	101	23	20	0	84	38	359	144	63	8	1	6	37	41	4
1	9	48	5	0	91	89	18	15	2	83	30	375	133	70	4	0	4	41	24	4
0	12	41	2	1	103	87	7	18	1	98	45	373	134	66	4	1	6	48	44	2
0	7	35	1	2	96	97	17	23	3	90	31	371	153	88	5	1	4	38	35	2
0	7	45	3	2	87	92	14	25	1	93	27	363	148	66	6	0	3	35	27	4
0	7	38	4	2	99	81	11	13	1	98	35	385	126	67	4	1	2	52	39	3
0	10	49	4	1	98	84	16	17	1	69	37	369	132	75	6	2	2	40	29	3
0	12	50	7	1	95	88	19	19	0	92	27	364	141	76	6	1	5	42	29	7
1	9	40	4	0	93	107	24	18	0	95	36	368	147	63	2	2	3	32	29	3
1	14	48	5	0	106	79	16	14	1	88	30	378	129	74	8	1	7	44	33	4
1	10	40	2	1	104	93	11	23	2	91	39	375	129	68	2	0	8	32	35	4
1	10	42	4	0	101	74	10	14	1	92	29	362	125	78	6	0	3	34	40	4
0	10	38	5	1	104	94	20	12	1	97	35	363	148	83	7	0	2	25	30	5
0	10	46	4	1	96	81	15	18	1	95	36	373	148	73	5	0	2	37	38	1
1	10	48	2	1	90	89	19	17	2	99	26	365	141	83	5	0	3	32	32	3
1	16	54	2	0	105	90	21	21	1	83	28	375	140	78	8	2	5	29	35	2
0	7	42	5	1	111	85	17	17	2	111	36	369	140	74	7	0	4	39	39	2
0	12	44	5	1	98	85	22	19	2	92	32	365	141	84	5	0	2	39	28	6
1	5	48	4	0	91	88	13	22	2	95	26	376	126	70	6	1	3	35	23	2
1	11	44	5	2	91	96	16	18	2	94	28	371	145	86	4	1	2	45	32	5
1	10	48	2	1	107	77	13	15	1	89	44	373	138	72	7	0	3	40	44	3
1	12	39	3	2	114	86	14	16	1	93	38	374	151	77	5	0	6	32	34	3
0	9	35	2	0	104	85	18	22	0	107	30	373	133	71	8	1	5	37	35	4
1	17	42	4	1	92	78	18	19	3	108	29	357	147	79	5	0	4	34	30	2
2	15	42	5	0	96	93	19	16	1	97	29	371	133	85	7	0	7	36	26	5
1	13	43	6	0	106	83	27	19	0	81	31	372	141	70	10	2	4	45	39	1
0	12	42	1	0	90	82	18	17	2	82	32	356	148	73	3	0	4	44	39	0
2	11	38	0	1	81	83	15	23	0	81	30	377	148	64	5	0	8	31	33	5
0	8	49	7	2	110	89	13	26	1	98	39	371	139	70	3	2	4	28	31	7
1	7	31	5	1	96	103	16	16	0	98	34	388	123	59	5	2	6	44	36	3
0	9	44	7	0	99	86	16	23	1	98	34	365	150	75	5	0	5	39	31	3
1	7	36	4	2	85	74	18	20	1	87	30	365	131	77	7	1	3	28	46	7
4	10	42	8	1	88	98	20	20	1	87	29	361	133	87	6	1	1	33	33	3
2	13	38	2	1	95	84	18	27	4	86	27	357	143	80	1	0	3	35	31	2
2	5	40	6	1	97	92	16	18	0	107	33	371	132	82	8	1	4	36	27	3
1	14	51	4	0	90	95	16	23	2	98	36	358	162	85	4	1	3	25	29	1
2	9	43	3	1	84	82	13	18	0	99	29	369	118	70	4	1	6	43	32	5
1	12	44	5	1	87	94	17	14	0	91	33	372	150	72	6	2	5	31	39	4
1	10	34	3	1	86	86	22	21	2	92	26	374	144	73	5	0	4	33	39	5
1	11	38	3	2	86	93	18	19	1	94	27	367	154	75	7	0	2	34	33	3
0	8	39	6	1	99	84	11	25	1	91	32	363	138	82	6	0	4	40	34	1
2	18	47	8	0	99	84	18	18	1	86	39	368	138	73	10	0	5	37	30	3
1	10	39	4	2	78	89	21	23	1	82	18	370	146	61	6	1	6	39	33	5
0	13	48	0	0	106	79	25	20	1	91	33	371	142	67	3	0	6	34	36	5
1	11	48	6	0	105	101	17	23	0	107	45	357	148	66	10	0	3	24	44	1
0	10	43	5	0	109	85	15	23	3	81	43	361	142	85	5	0	5	39	37	3
0	7	35	3	1	109	80	7	15	2	93	37	373	139	66	4	0	5	35	36	3
0	10	46	5	0	87	87	17	18	1	86	30	377	132	80	5	2	3	39	31	2
0	9	45	3	0	108	94	16	23	3	105	36	383	133	72	7	0	5	46	27	2
1	9	49	4	2	96	77	10	16	0	103	31	361	140	93	8	0	4	44	33	2
1	9	44	3	3	98	83	14	23	1	86	35	356	142	78	5	0	4	33	42	3
0	6	47	4	1	100	72	17	23	0	92	31	386	124	68	9	1	4	34	25	2
0	8	37	5	0	81	86	14	25	1	99	29	369	146	77	3	0	5	41	34	4
0	6	50	4	2	102	91	18	17	3	93	26	380	124	67	4	0	6	48	30	3
3	12	42	3	1	94	77	15	25	1	90	26	356	153	78	3	0	5	36	37	5
1	12	38	2	3	89	90	16	18	0	90	31	361	147	72	9	1	3	23	34	4
2	9	44	5	2	95	87	16	18	2	83	35	375	149	64	1	0	2	34	33	4
0	8	37	4	0	119	75	21	15	2	112	30	380	132	66	3	1	5	37	40	3
0	14	49	6	0	100	110	18	17	0	98	43	355	145	69	3	0	0	42	40	2
1	11	37	3	0	92	78	14	21	3	92	29	357	145	69	3	2	2	41	37	2
1	8	37	2	1	84	74	18	16	1	75	24	370	126	76	2	1	7	24	23	1
0	3	54	1	0	93	91	14	16	1	92	31	388	127	75	5	0	3	34	36	5
2	6	33	3	0	82	93	18	16	1	87	31	373	142	71	6	0	3	48	35	0
1	10	43	4	3	108	84	18	20	1	101	35	364	133	79	2	2	5	38	28	1
1	7	53	7	0	86	91	16	18	2	90	27	378	133	73	9	1	5	34	27	1
1	15	43	8	1	98	81	19	12	2	94	30	385	128	73	3	2	2	40	38	7
0	11	35	4	0	102	86	11	21	2	93	38	360	152	71	7	0	8	30	29	4
0	6	38	6	1	95	71	21	19	3	91	28	372	135	78	9	0	6	36	30	6
2	6	43	5	0	95	91	20	15	3	114	37	361	138	96	6	1	4	40	34	6
0	7	37	5	2	82	87	11	17	0	93	29	388	120	82	5	0	4	32	35	3
1	8	53	3	1	82	99	17	18	3	79	39	373	143	80	5	1	6	38	34	3
0	9	38	7	1	80	81	21	22	1	97	24	355	144	79	3	1	4	30	31	4
0	9	52	4	3	89	94	18	18	4	100	31	375	125	70	4	0	5	40	35	1
1	10	36	5	1	93	87	16	22	1	91	42	372	144	69	5	1	5	29	38	4
1	14	42	5	1	86	96	13	19	1	86	33	374	125	88	4	1	4	39	32	1
0	10	37	6	2	104	83	16	22	1	102	27	368	120	81	9	2	3	30	25	2
1	10	42	3	1	94	82	12	18	0	100	29	369	139	76	3	4	5	41	35	4
3	9	41	3	2	96	91	15	20	0	96	32	362	143	75	11	0	3	34	28	1
0	12	56	3	0	82	88	16	10	0	96	29	367	138	94	6	0	2	35	36	3
0	7	49	4	1	92	84	12	24	2	96	26	372	132	79	5	1	3	46	17	1
0	9	56	4	2	95	93	19	19	1	103	32	394	122	69	6	0	7	33	29	3
1	16	49	2	2	106	93	24	20	1	88	40	362	146	75	7	3	2	41	36	5
0	17	37	6	0	93	88	21	19	1	90	26	363	153	79	10	0	4	37	33	2
0	5	49	2	1	102	96	18	19	1	101	36	377	140	70	5	1	8	39	25	0
0	8	39	2	0	81	91	26	31	2	86	27	369	142	74	5	0	1	32	37	1
3	13	46	3	1	91	72	15	22	2	86	30	372	139	65	5	0	5	40	25	3
2	10	47	3	0	110	75	25	23	1	103	29	374	134	85	5	0	5	39	36	2
1	8	46	3	1	96	81	17	13	3	98	31	388	123	72	3	1	3	45	35	4
0	5	43	4	1	112	83	18	23	1	101	38	372	136	60	6	2	8	48	46	3
0	11	53	4	0	111	91	18	20	1	96	36	386	140	72	7	0	7	41	40	2
0	14	56	4	1	110	99	13	17	0	91	29	395	127	57	7	0	6	43	33	4
0	9	56	7	0	86	85	19	22	0	84	33	370	138	66	5	2	4	37	36	3
1	10	41	6	0	109	80	22	26	0	79	30	344	154	84	4	2	3	20	39	2
0	10	57	4	1	95	77	17	16	0	102	31	384	123	71	5	3	6	37	29	2
1	12	40	3	1	103	93	13	14	2	88	32	381	129	69	4	1	4	38	24	2
1	6	56	8	1	97	106	21	11	3	106	24	378	147	74	7	0	6	37	28	4
0	10	34	7	0	87	88	15	19	1	105	32	379	136	77	4	0	4	35	37	5
1	6	45	3	2	99	80	12	26	0	90	38	373	140	64	5	0	3	42	37	4
1	5	36	4	0	104	86	15	24	3	100	31	377	142	53	5	0	4	43	34	2
1	13	46	7	0	99	81	15	28	1	85	33	378	151	74	6	0	5	21	29	3
1	9	35	3	0	90	91	20	16	0	89	22	377	136	75	8	0	5	42	26	3
2	12	37	7	1	94	89	20	22	1	93	27	367	144	74	4	1	5	32	33	5
0	10	47	4	1	90	93	15	17	0	99	36	370	146	80	6	1	7	30	34	2
0	12	45	2	1	95	79	10	17	2	90	28	385	127	66	8	2	2	42	28	3
1	11	39	3	0	98	78	24	27	1	105	26	369	135	65	3	3	3	37	26	3
1	10	38	7	1	94	79	9	19	0	91	37	382	128	68	4	1	9	38	30	5
0	10	44	3	1	83	83	17	22	1	99	29	380	128	69	5	1	4	29	39	1
0	7	32	1	1	69	75	9	20	0	82	22	374	131	60	4	0	6	39	18	1
2	11	33	7	2	98	85	16	21	0	94	31	371	139	73	7	1	9	29	38	2
0	12	48	4	0	102	89	16	15	0	91	32	376	135	74	6	0	7	34	26	5
1	7	47	6	0	102	86	13	14	4	93	32	377	128	83	3	0	4	44	27	3
1	9	44	3	4	98	83	19	18	1	106	34	363	151	85	6	1	7	31	32	4
0	10	43	0	3	105	91	10	16	3	80	30	370	133	77	6	0	3	41	29	2
1	12	54	6	1	92	71	14	17	2	111	20	380	120	84	8	1	4	44	28	1
0	11	55	3	0	103	86	14	18	1	111	38	372	130	70	12	0	10	28	30	0
2	12	42	2	0	87	92	12	24	4	93	34	360	151	67	2	0	3	46	36	3
2	11	37	1	0	84	80	17	15	2	91	29	368	129	71	4	1	6	38	32	3
0	9	45	3	1	99	100	18	11	1	91	36	387	121	65	8	0	2	27	36	1
0	13	47	2	2	89	76	20	19	1	87	31	368	149	63	7	2	7	34	29	4
2	10	27	1	0	84	96	17	13	1	92	28	381	125	70	4	0	6	39	31	2
2	8	58	9	2	107	75	16	19	1	105	32	376	128	75	9	2	5	37	34	6
1	17	49	4	1	94	94	12	17	0	91	36	370	135	70	5	1	8	30	34	1
1	11	52	6	1	103	91	20	24	0	101	31	376	129	81	7	0	2	31	26	5
0	14	34	4	1	85	96	12	12	0	101	31	374	151	61	9	1	3	40	37	2
0	13	50	6	0	95	93	18	15	0	92	32	370	136	77	4	1	2	34	27	4
0	11	40	5	0	94	88	22	18	1	98	31	365	140	75	9	2	3	37	38	2
0	10	53	5	1	96	74	21	21	0	91	28	372	145	82	8	1	3	31	41	6
0	9	44	5	0	83	90	14	25	2	84	29	353	134	70	4	0	4	43	28	6
2	16	42	4	1	88	75	21	16	2	93	31	365	147	69	6	0	6	36	46	5
1	2	35	5	0	93	87	10	14	0	94	32	385	111	64	9	0	7	47	27	3
0	9	44	3	0	100	77	13	18	2	97	25	359	141	94	5	1	7	41	33	4
2	14	53	1	1	119	104	26	23	0	105	42	368	147	78	7	0	6	39	27	3
2	7	43	6	0	87	75	20	16	0	96	29	364	142	68	8	2	5	49	36	1
0	10	44	6	0	117	94	23	20	0	90	43	369	134	94	6	0	2	35	43	4
1	11	33	3	2	93	83	15	23	1	92	27	369	140	73	3	2	6	29	39	2
0	6	48	4	2	106	98	19	14	1	104	43	373	139	71	4	0	6	30	33	3
1	10	40	5	0	112	100	16	14	1	92	46	364	129	82	6	0	4	35	31	3
1	6	36	0	0	113	84	16	16	0	88	45	373	145	76	3	2	6	36	40	4
3	16	52	4	1	93	88	16	23	2	111	28	362	132	95	5	0	1	38	28	4
0	10	49	7	0	93	94	23	23	1	79	31	387	128	79	6	1	5	36	32	2
0	7	44	5	1	104	81	16	17	1	101	32	374	148	76	3	0	4	45	37	4
2	14	43	2	1	114	85	17	19	1	86	39	347	152	67	4	1	5	30	46	2
1	12	42	3	0	99	84	11	14	1	90	34	370	139	79	5	0	4	31	35	1
1	9	44	4	0	82	89	12	22	2	88	23	377	131	73	5	2	3	37	28	3
0	7	41	2	2	93	86	13	26	0	94	34	367	137	78	6	0	7	36	27	2
0	9	44	4	1	100	94	21	18	0	90	33	381	133	70	5	1	4	41	33	7
0	4	29	5	1	94	91	12	16	0	94	30	373	138	67	6	0	2	44	23	5
0	9	48	3	0	90	87	15	18	0	100	27	372	128	77	9	1	2	44	30	6
1	5	54	4	0	88	89	12	22	1	102	28	379	125	78	6	1	4	46	27	6
1	7	35	2	3	89	84	17	25	1	99	32	362	150	80	6	0	1	46	37	5
0	12	49	7	1	91	87	21	14	1	98	29	379	128	67	2	2	3	48	29	2
0	12	48	4	0	96	88	21	15	1	94	29	388	131	77	6	0	3	31	31	4
2	13	40	2	1	97	79	14	13	4	75	33	382	124	76	7	0	13	40	35	6
2	11	38	6	0	106	83	15	23	1	88	30	357	143	65	3	1	5	35	23	3
3	8	38	1	2	96	83	11	22	2	93	33	369	146	70	7	1	5	46	40	3
2	10	45	4	2	95	86	18	15	2	88	39	384	128	79	3	0	12	45	41	5
2	15	42	4	1	87	82	14	25	0	102	33	360	165	80	2	1	4	34	36	4
1	9	43	7	0	109	85	17	23	1	94	38	377	124	84	7	0	0	39	29	4
0	7	61	5	1	103	79	10	15	1	112	31	388	108	75	6	1	8	35	33	5
0	7	39	2	1	107	86	17	22	1	94	34	369	147	69	6	1	4	37	31	2
1	9	37	5	0	84	91	17	19	1	102	29	371	128	78	7	1	4	42	39	3
0	6	42	1	0	92	87	12	19	2	85	29	364	132	71	10	1	8	36	44	1
0	16	48	3	0	93	114	16	8	1	105	40	371	139	77	6	2	5	40	49	2
0	16	45	4	0	87	86	16	14	1	87	28	358	140	71	10	4	6	50	34	3
0	7	50	8	2	81	91	16	22	0	100	21	370	142	68	8	1	7	38	25	5
3	10	51	5	1	90	80	20	19	1	92	28	363	142	67	6	0	10	37	36	4
0	16	50	5	0	100	90	17	21	3	97	38	358	142	84	7	2	4	36	39	1
1	7	40	8	1	77	94	14	15	3	100	29	379	127	63	2	0	10	39	24	2
1	12	53	4	0	110	85	15	21	0	95	42	364	128	69	6	0	6	33	32	4
0	9	36	0	2	89	81	10	33	3	87	30	357	159	60	2	1	3	41	26	3
1	11	43	5	1	105	87	19	9	2	92	20	379	131	84	4	1	7	48	27	4
0	10	45	6	0	89	85	18	19	3	87	32	373	151	71	5	1	3	40	30	1
0	10	54	7	0	93	67	18	25	1	93	27	371	142	80	9	0	4	48	34	2
2	8	49	6	0	93	82	19	20	0	95	25	369	133	80	1	1	5	38	33	3
0	14	36	4	1	80	86	18	21	2	105	29	371	135	83	3	2	4	38	31	5
0	6	40	4	2	104	89	21	16	3	84	33	379	142	67	6	1	4	45	30	5
1	4	40	2	1	82	76	15	26	0	78	23	358	143	69	2	0	1	43	34	5
1	7	37	4	0	97	88	13	14	1	88	33	378	135	69	3	0	9	32	31	4
0	6	51	6	1	94	99	25	27	0	101	35	352	154	67	7	2	3	31	33	1
0	7	36	6	1	103	80	15	24	1	91	33	388	133	68	4	1	4	36	26	4
2	5	44	5	1	97	71	12	21	1	89	27	366	139	80	6	2	5	39	38	5
1	13	56	4	1	100	94	13	15	0	96	34	380	142	65	13	0	2	40	30	5
0	8	61	5	3	102	88	17	15	1	93	31	383	120	69	6	3	4	38	29	0
1	6	46	6	0	92	71	14	24	0	94	24	370	133	79	4	1	3	46	33	3
1	11	60	2	1	109	85	21	13	0	92	33	370	144	86	4	0	5	37	35	2
0	13	41	1	0	85	79	15	22	1	86	25	368	144	56	5	0	2	42	34	6
0	8	41	3	0	89	81	24	23	2	100	30	359	155	77	8	1	3	35	37	2
0	8	46	3	1	96	84	10	21	1	95	33	371	133	66	4	0	1	37	24	2
2	17	41	5	0	87	79	9	18	1	91	25	383	134	63	2	1	3	47	29	0
2	9	37	3	1	98	92	15	20	1	85	37	363	150	79	3	0	7	41	34	7
0	8	47	5	1	104	98	18	18	4	90	31	372	139	75	6	1	7	46	29	2
1	9	45	3	0	100	88	12	19	2	105	34	375	143	82	6	2	4	34	34	4
1	11	42	5	0	94	80	12	13	0	89	32	391	131	77	3	0	3	41	19	0
3	9	49	2	1	92	90	13	14	1	95	37	386	118	63	2	1	2	47	26	4
1	8	35	3	1	90	82	17	22	0	84	28	365	133	69	5	0	3	35	30	5
0	8	42	2	0	100	83	13	17	1	103	31	384	124	65	5	2	6	53	29	4
2	11	45	3	0	112	78	17	20	2	83	31	371	155	72	8	1	0	40	47	3
1	13	43	4	0	102	87	20	20	1	92	34	360	152	81	3	0	5	42	35	3
1	12	45	4	0	98	82	12	11	0	92	32	373	142	73	5	2	6	44	27	1
0	6	40	5	1	96	97	10	19	1	96	30	376	147	62	4	1	4	32	45	2
0	10	42	1	2	85	80	17	21	1	82	29	378	131	75	6	0	5	42	36	3
1	13	47	4	0	97	83	22	24	2	92	31	360	150	76	5	0	3	43	38	4
0	6	42	4	3	102	90	17	21	1	91	33	382	132	72	8	0	6	43	34	4
1	13	42	5	2	85	94	14	20	1	99	33	373	129	81	2	1	4	35	28	3
0	7	49	2	2	113	103	9	12	0	107	47	382	112	76	4	0	4	47	20	2
0	10	47	3	1	99	92	20	10	0	109	34	380	137	70	2	1	3	42	36	2
0	13	39	7	0	101	95	18	17	2	105	30	372	137	69	4	0	0	42	29	2
0	10	36	2	0	95	87	22	22	1	106	29	371	147	78	11	2	1	37	34	5
0	14	44	2	1	99	83	24	20	0	92	31	362	149	81	5	2	6	42	39	4
2	10	46	6	1	87	85	18	14	0	78	25	389	131	77	3	0	3	34	23	7
3	16	51	7	0	112	105	23	15	2	93	42	369	140	87	4	5	5	34	34	4
0	12	50	8	0	94	80	20	16	1	100	27	355	158	80	4	1	7	40	41	1
1	11	45	6	0	99	95	23	17	0	103	39	350	123	107	5	1	3	34	36	4
2	5	43	0	1	96	79	15	18	0	101	29	371	137	78	3	2	7	38	37	4
1	8	47	8	0	114	77	19	18	3	98	26	378	131	75	12	1	10	53	24	2
0	13	47	6	2	82	83	18	18	1	93	19	366	126	67	6	0	10	43	35	6
0	10	46	3	0	94	109	21	15	2	94	32	353	137	90	6	0	10	35	40	2
1	6	46	1	0	87	103	14	13	2	110	36	374	120	80	3	2	6	29	44	0
1	7	42	0	0	113	80	16	26	0	90	40	369	142	65	9	0	2	40	33	3
0	8	41	6	1	112	93	15	16	1	100	31	376	129	78	3	0	5	45	37	3
0	11	33	4	2	94	70	22	18	0	91	25	366	160	63	3	1	4	23	29	7
1	9	33	1	0	105	91	21	20	1	79	40	357	148	78	8	1	2	33	37	6
1	10	43	2	0	92	87	13	21	2	98	34	365	145	83	8	0	1	32	24	2
2	18	47	6	0	103	78	22	21	2	90	29	372	155	62	5	0	3	40	31	2
0	7	32	2	2	88	87	14	12	1	79	28	396	121	62	4	0	5	36	33	0
0	4	35	4	2	93	93	12	16	1	80	34	359	137	78	4	0	3	36	33	2
0	11	38	6	3	91	76	18	25	3	92	30	368	136	69	6	0	4	50	28	2
0	7	36	0	1	91	81	18	18	5	87	33	377	143	69	4	0	5	43	32	7
0	11	45	4	0	87	79	10	27	4	80	34	373	148	59	2	2	5	38	37	3
0	13	40	3	0	107	90	8	17	3	83	42	382	148	65	2	1	2	37	29	4
1	14	56	5	2	106	89	15	16	1	87	37	376	128	83	8	0	8	34	24	2
0	6	51	0	1	109	75	17	23	1	93	36	371	135	72	6	0	4	42	41	4
0	12	43	9	0	92	85	16	24	1	76	27	369	129	82	7	1	5	40	29	3
1	7	42	5	0	101	76	18	20	1	91	26	361	135	77	4	1	5	42	39	4
0	12	39	4	0	104	97	24	12	0	99	36	376	138	70	5	1	4	38	34	3
1	8	38	3	2	91	86	19	22	2	88	29	372	136	86	6	1	3	35	29	1
1	8	49	5	2	105	108	16	9	0	106	36	376	135	71	7	1	5	28	46	3
1	12	48	4	0	91	90	19	13	0	102	35	375	134	81	4	2	8	35	36	3
2	6	51	3	0	107	83	16	15	0	91	31	364	144	78	3	0	3	44	34	4
0	11	44	6	0	91	75	23	15	1	97	26	358	148	78	5	0	2	33	36	4
1	11	27	4	1	98	79	22	24	0	88	33	376	146	71	6	1	3	28	40	3
0	8	46	3	0	98	87	15	15	1	87	30	383	122	62	1	1	2	35	31	1
0	9	37	11	0	73	96	19	23	3	90	30	366	133	74	6	3	3	39	33	3
1	7	39	7	1	88	94	19	23	3	103	24	368	135	77	1	0	4	43	26	2
0	10	46	3	1	107	87	15	24	0	93	36	357	149	75	10	0	3	33	37	3
2	15	48	7	2	92	84	33	30	0	86	34	367	143	69	4	1	3	30	35	3
1	5	42	4	1	105	81	11	22	3	97	34	378	140	74	5	0	3	31	30	4
1	9	50	6	0	106	88	11	12	1	89	43	374	129	77	10	4	5	35	44	5
2	11	40	5	0	83	104	13	20	0	99	36	379	141	73	8	0	3	33	32	1
0	12	42	6	2	72	101	11	16	1	87	27	372	150	68	5	0	5	41	26	0
0	11	53	4	1	91	69	16	24	0	95	33	358	137	82	8	1	7	45	33	5
1	5	39	2	0	87	94	16	17	1	103	27	383	123	70	10	1	6	45	19	1
1	10	46	5	2	95	84	23	26	0	111	31	365	139	72	4	2	5	39	35	3
0	7	39	6	1	82	96	17	17	1	95	28	374	127	80	5	0	2	38	24	1
2	17	49	5	1	94	91	20	13	0	105	33	382	148	71	7	1	4	41	35	6
1	9	44	5	0	110	87	19	11	2	96	34	380	122	79	4	2	7	36	22	6
1	9	47	3	1	107	86	16	21	0	95	30	359	135	93	3	2	4	33	37	6
0	10	43	9	1	95	98	16	15	1	100	33	375	134	79	4	0	9	32	30	5
1	4	48	5	1	92	80	11	19	1	83	29	369	148	73	6	1	4	33	31	0
2	11	48	4	4	82	76	16	16	3	111	25	384	125	76	13	1	6	41	29	3
1	7	52	5	1	111	80	16	17	1	94	33	376	124	60	7	0	6	49	37	4
0	6	36	2	1	98	99	10	18	0	96	50	371	134	80	1	1	8	31	38	1
1	9	43	3	1	96	87	14	19	1	83	32	365	142	75	4	1	7	37	28	4
0	14	31	2	2	115	104	18	20	2	86	44	373	140	59	7	0	0	45	34	3
0	12	43	3	1	96	111	20	16	3	99	39	390	128	55	8	1	4	37	32	4
1	12	48	3	0	94	89	17	19	1	82	28	364	139	77	5	0	7	36	30	3
1	9	43	2	0	98	79	13	14	1	93	30	368	137	73	9	0	5	29	27	2
1	8	37	4	0	90	75	17	23	3	86	32	386	154	57	7	1	3	38	44	2
0	8	50	5	1	86	81	17	19	1	95	31	384	137	71	8	1	5	34	34	3
0	10	41	6	2	81	78	17	16	2	79	25	350	151	81	8	0	3	38	31	3
2	10	52	3	1	92	85	20	22	1	93	31	356	153	76	4	1	2	43	46	7
0	10	35	3	0	97	81	12	20	0	102	33	364	140	70	10	1	4	38	34	2
1	11	49	1	1	89	99	13	15	1	101	37	361	149	78	3	0	0	40	37	5
1	7	38	5	0	102	82	16	18	1	81	33	359	161	82	5	0	4	39	32	4
1	10	40	4	1	81	92	17	19	2	94	25	387	131	74	5	0	7	35	27	1
1	8	45	3	0	98	86	20	18	1	82	33	374	133	89	4	0	8	32	36	3
1	13	48	4	2	103	93	16	12	2	103	38	373	126	77	8	0	6	34	30	6
1	13	41	4	0	104	82	12	16	1	98	34	366	150	70	6	1	2	36	36	2
0	10	40	5	1	110	82	17	20	1	95	36	379	137	76	1	1	4	32	29	6
1	8	40	8	0	83	76	10	11	0	97	26	378	129	84	4	1	5	35	33	4
1	6	43	5	0	103	79	14	18	4	103	37	362	137	84	3	0	5	37	33	2
0	7	46	3	1	97	88	21	16	1	100	36	372	129	77	4	3	4	37	31	4
2	10	34	3	1	89	88	25	21	1	89	23	391	126	69	9	0	1	32	30	1
